"ID","Title","StatisticalMeasurementUnitID","CustomsTariffEnglishCalculationReference","PurchaseTaxOptionalTaxAddition","EnglishGoodsDescription","PurchaseTaxCalculationReference","CustomsTariffCalculationReference","StatisticalMeasurementUnitName","CustomsItemID","GoodsDescription","EnglishFullTitle","PurchaseTaxEnglishCalculationReference","FullTitle","StatisticalMeasurementUnitEnglishName","FullClassification"
"349","שלדה וכידון המיועדים לאופניים עם מנועי עזר או לקורקינט","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","5507","אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => שלדה וכידון המיועדים לאופניים עם מנועי עזר או לקורקינט","Each","8714990000/0"
"398","ארונות אמבטיה","1","Tax Free","","-OTHER WOODEN FURNITURE","פטור","פטור","כל אחד","5508","רהיטים מעץ אחרים
"," =>  => bath furniture","Tax Free","לבית, לגן ולמשרד => ריהוט לבית => ארונות אמבטיה","Each","9403600000/1"
"399","ארונות בגדים, שידות וכונניות","1","Tax Free","","-OTHER WOODEN FURNITURE","פטור","פטור","כל אחד","5508","רהיטים מעץ אחרים
"," =>  => Wardrobes, dressers and bookcases","Tax Free","לבית, לגן ולמשרד => ריהוט לבית => ארונות בגדים, שידות וכונניות","Each","9403600000/1"
"409","ריהוט לתינוקות","1","Tax Free","","-OTHER WOODEN FURNITURE","פטור","פטור","כל אחד","5508","רהיטים מעץ אחרים
"," =>  => baby furniture","Tax Free","לבית, לגן ולמשרד => ריהוט לבית => ריהוט לתינוקות","Each","9403600000/1"
"119","חיות מחמד","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","5559","אחרים"," =>  => pets","Tax Free","בעלי חיים => חיות מחמד => חיות מחמד","Each","0106190000/5"
"342","עמעמי פליטה לרכב","1","","60.000","---OTHERS","שיעור 12.00% ","פטור","כל אחד","5696","אחרים"," =>  => exhaust","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => עמעמי פליטה לרכב","Each","8708929000/8"
"423","עגלות וטיולונים","1","Tax Free","",".Baby carriages and parts thereof","פטור","פטור","כל אחד","5796","עגלות תינוק וחלקיהן"," =>  => ","Tax Free","מוצרי תינוקות => עגלות, טיולונים ומנשאים => עגלות וטיולונים","Each","8715000000/5"
"343","ציוד התראה לרכב (צופרים)","1","","","-SOUND SIGNALLING EQUIPMENT","פטור","פטור","כל אחד","6271","ציוד איתות קולי"," =>  => Car Alert Equipment (Horn)","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => ציוד התראה לרכב (צופרים)","Each","8512300000/3"
"317","גלאי רדאר","1","","","-SOUND SIGNALLING EQUIPMENT","פטור","פטור","כל אחד","6271","ציוד איתות קולי"," =>  => radar detector","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => גלאי רדאר","Each","8512300000/3"
"495","כלי מיתר","1","Tax Free","","-Others","פטור","פטור","כל אחד","6536","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => כלי מיתר","Each","9202900000/4"
"496","כלי נגינה ","1","Tax Free","","-Others","פטור","פטור","כל אחד","6536","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => כלי נגינה ","Each","9202900000/4"
"493","גיטרות","1","Tax Free","","-Others","פטור","פטור","כל אחד","6536","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => גיטרות","Each","9202900000/4"
"558","נורות טונגסטן והלוגן","1","","","-:--TUNGSTEN HALOGEN","פטור","פטור","כל אחד","6949","טונגסטן הלוגן"," =>  => a","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => נורות טונגסטן והלוגן","Each","8539210000/5"
"105","חגורות","1","","","---BELTS","פטור","פטור","כל אחד","7085","חגורות"," =>  => ","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => חגורות","Each","4203301000/2"
"413","מתגים חכמים","1","","","---DESIGNED FOR INSTALLATION IN A STRUCTURE OR ON IT; INSTRUMENTS DESIGNED FOR OUTDOOR INSTALLATION","פטור","פטור","כל אחד","7261","המתוכננים להתקנה במבנה או עליו; מכשירים המתוכננים להתקנה
מחוץ למבנה (OUT DOORS)"," =>  => Smart switches","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => מתגים חכמים","Each","8536503000/7"
"308","חלקים לחגורת בטיחות","1","","60.000","Parts for safety belts
","שיעור 12.00% ","פטור","כל אחד","7263","חלקים לחגורות בטיחות"," => helmet => safety belts parts","12.00% ","כלי רכב ואביזרים => אביזרי מיגון => חלקים לחגורת בטיחות","Each","8708998000/4"
"190","קומקום ומיחם","1","","","---OTHERS","פטור","פטור","כל אחד","7304","אחרים"," =>  => Kettle and marrow","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => קומקום ומיחם","Each","8516109000/7"
"143","דוד שמש ","1","","","---OTHERS","פטור","פטור","כל אחד","7304","אחרים"," =>  => Water Heater","Tax Free","חשמל ואלקטרוניקה => חימום וקירור הבית => דוד שמש ","Each","8516109000/7"
"270","מכשיר הקלטה","1","Tax Free","","Others
","פטור","פטור","כל אחד","7459","אחרים"," =>  => Recording device","","חשמל ואלקטרוניקה => צפייה ושמע => מכשיר הקלטה","Each","8519899000/5"
"336","מרכבים ותאי נהג","1","","60.000","(---FOR MOTOR VEHICLES (PASSENGER CARS","שיעור 12.00% ","פטור","כל אחד","7506","לרכב נוסעים"," =>  => ","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => מרכבים ותאי נהג","Each","8707101000/0"
"437","מכסה מנוע, כנפיים, דלתות לרכב ומערכות עזר ללימוד נהיגה ומערכות עזר לנהגים מוגבלים","","","","-:(-OTHER PARTS AND ACCESSORIES OF BODIES (INCLUDING DRIVER'S CABS","","","","7626","חלקים ואבזרים אחרים של מרכבים (לרבות תאי נהג):-","","","מכסה מנוע, כנפיים, דלתות לרכב ומערכות עזר ללימוד נהיגה ומערכות עזר לנהגים מוגבלים","","8708200000"
"299","מדבקות ושלטים לרכב","6","","","---OTHERS","פטור","פטור","קילוגרם","7658","אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => אבזור לכלי רכב => מדבקות ושלטים לרכב","Kilogram","4911999000/7"
"381","מגבות","6","Tax Free","",",-TOILET LINEN AND KITCHEN LINEN, OF TERRY TOWELLING OR SIMILAR TERRY FABRICS OF COTTON","פטור","פטור","קילוגרם","7706","לבני רחצה ולבני מטבח, מבד מגבת ספוג או מבדי ספוג דומים, מכותנה"," =>  => ","Tax Free","לבית, לגן ולמשרד => מצעים, שטיחים וטקסטיל => מגבות","Kilogram","6302600000/8"
"483","מזוודות וטרולים","6","Tax Free","","With outer surface of leather or of composition leather","פטור","פטור","קילוגרם","7907","שמשטחם החיצוני עשוי מעור מעובד או מעור מורכב"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => מזוודות וטרולים","Kilogram","4202110000/5"
"490","תיקי רחצה ואיפור","6","Tax Free","","With outer surface of leather or of composition leather","פטור","פטור","קילוגרם","7907","שמשטחם החיצוני עשוי מעור מעובד או מעור מורכב"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => תיקי רחצה ואיפור","Kilogram","4202110000/5"
"491","תרמילים","6","Tax Free","","With outer surface of leather or of composition leather","פטור","פטור","קילוגרם","7907","שמשטחם החיצוני עשוי מעור מעובד או מעור מורכב"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => תרמילים","Kilogram","4202110000/5"
"106","ילקוטים לתלמיד","6","Tax Free","","With outer surface of leather or of composition leather","פטור","פטור","קילוגרם","7907","שמשטחם החיצוני עשוי מעור מעובד או מעור מורכב"," =>  => school bag","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => ילקוטים לתלמיד","Kilogram","4202110000/5"
"107","תיקים","6","Tax Free","","With outer surface of leather or of composition leather","פטור","פטור","קילוגרם","7907","שמשטחם החיצוני עשוי מעור מעובד או מעור מורכב"," =>  => ","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => תיקים","Kilogram","4202110000/5"
"159","מלטשות","1","Tax Free","","---ANGEL GRINDERS, SANDERS POLISHERS FILING DEVICES AND BRUSHING DEVICES, IF THE WEIGHT OF EACH ONE, WITHOUT THE STAND, OR INTERCHANGABLE ACCESSORIES EXCEEDS 2.5 KG AND DOES NOT EXCEED 10 KG, PROVIDED THAT THE AXIS OF THE .MOTOR IS PERPENDICULAR TO THE ONLY AXIS THAT HOLDS THE TOOL","פטור","פטור","כל אחד","7928","משחזות זויתיות (ANGEL GRINDERS) מלטשות (SANDERS POLISHERS),
מכשירים לפצירה ((FILING) ומכשירים להברשה (BRUSHING), אם משקל כל
אחד מהם - בלי מעמד או אביזרים חליפיים - עולה על 2.5 ק""ג ואינו
עולה על 10 ק""ג ובלבד שציר המנוע מאונך לציר היחיד המחזיק את הכלי"," =>  => Polishing","Tax Free","חשמל ואלקטרוניקה => כלי עבודה => מלטשות","Each","8467291000/1"
"167","מכונת תספורת","1","Tax Free","","-HAIR CLIPPERS","פטור","פטור","כל אחד","8074","מגזזות שיער"," =>  => Haircut Machine","Tax Free","חשמל ואלקטרוניקה => מוצרי טיפוח ועיצוב => מכונת תספורת","Each","8510200000/8"
"165","מכונות תספורת","1","Tax Free","","-HAIR CLIPPERS","פטור","פטור","כל אחד","8074","מגזזות שיער","","Tax Free","מכונות תספורת","Each","8510200000/8"
"214","מחשב לקולנוע ביתי","1","Tax Free","","---Others","פטור","פטור","כל אחד","8076","אחרים"," =>  => home cinema","","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מחשב לקולנוע ביתי","Each","8528719000/4"
"307","חגורות בטיחות","1","","60.000","Safety seat belts
","שיעור 12.00% ","פטור","כל אחד","8077","חגורות בטיחות"," => helmet => safety belts","12.00% ","כלי רכב ואביזרים => אביזרי מיגון => חגורות בטיחות","Each","8708210000/6"
"583","שעון קיר","1","","","---OTHERS","פטור","פטור","כל אחד","8181","אחרים"," =>  => Wall clock","Tax Free","אופנה וטיפוח => תכשיטים ושעונים => שעון קיר","Each","9105219000/5"
"185","מקרר מעל 800 ליטר","1","","","--- Others"," 550.00 ₪ לכל אחד ","פטור","כל אחד","8404","אחרים"," =>  => refrigirator"," 550.00 ₪ per Each) ","חשמל ואלקטרוניקה => מוצרים למטבח => מקרר מעל 800 ליטר","Each","8418109000/6"
"375","מערכות גילוי אש","1","","","---BURGLAR ALARMS","פטור","פטור","כל אחד","8509","מזעיקי פריצה"," =>  => Fire alarm systems","Tax Free","לבית, לגן ולמשרד => מיגון הבית => מערכות גילוי אש","Each","8531101000/4"
"555","נעלי ספורט","2","Tax Free","","--OTHER","פטור","פטור","זוג","8577","אחרים"," =>  => sports shoes","Tax Free","אופנה וטיפוח => הלבשה והנעלה => נעלי ספורט","Pair","6402190000/2"
"249","עדשות למצלמה","6","Tax Free","","-:--FOR CAMERAS, PROJECTORS OR PHOTOGRAPHIC ENLARGERS OR REDUCERS","פטור","פטור","קילוגרם","8706","למצלמות, למטולים או למכשירי הגדלה והקטנה פוטוגרפיים"," =>  => Camera lenses","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => עדשות למצלמה","Kilogram","9002110000/4"
"485","משקפות","1","","","(-BINOCULARS (EFTA) (EU","פטור","פטור","כל אחד","8761","משקפות דו-עיניות"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => משקפות","Each","9005100000/9"
"142","תרופות ","6","","","---OTHERS","פטור","פטור","קילוגרם","8865","אחרות"," =>  => Medicines","Tax Free","בריאות ורפואה => תרופות => תרופות ","Kilogram","3003909000/3"
"563","קוויאר","6","Tax Free","","Caviar","פטור","פטור","קילוגרם","9019","קוויאר"," => Meat, chicken and fish => caviar","Tax Free","מזון ומשקאות => בשר, עוף ודגים => קוויאר","Kilogram","1604310000/3"
"111","בושם","6","Tax Free","",".PERFUMES AND TOILET WATERS","פטור","פטור","קילוגרם","9226","בשמים ומי טואלט"," =>  => ","Tax Free","אופנה וטיפוח => תכשירי טיפוח וקוסמטיקה => בושם","Kilogram","3303000000/5"
"385","שמיכות וכריות","6","","","-BLANKETS (OTHER THAN ELECTRIC BLANKETS) AND TRAVELLING RUGS, OF SYNTHETIC FIBERS","פטור","פטור","קילוגרם","9240","שמיכות (חוץ משמיכות חשמליות) ושמיכות מסע, מסיבים סינתטיים"," =>  => ","Tax Free","לבית, לגן ולמשרד => מצעים, שטיחים וטקסטיל => שמיכות וכריות","Kilogram","6301400000/2"
"502","עיתונים ומגזינים","6","Tax Free","","-OTHERS","פטור","פטור","קילוגרם","9335","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => ספרים וסרטים => עיתונים ומגזינים","Kilogram","4902900000/4"
"362","אגרטלים וכדים","6","","","---OTHERS","פטור","פטור","קילוגרם","9345","אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => חפצי נוי => אגרטלים וכדים","Kilogram","6914909000/8"
"326","מגיני בוץ לרכב","1","","60.000","Mud protectors
","שיעור 12.00% ","פטור","כל אחד","9464","מגיני בוץ"," =>  => Car mudguards","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => מגיני בוץ לרכב","Each","8708996000/6"
"352","אופניים לא ממונעים","1","Tax Free","","Bicycles and other cycles (including delivery tricycles), not .motorised","פטור","פטור","כל אחד","9572","אופניים בעלי שני גלגלים ואופניים אחרים (לרבות תלת-אופניים
להובלות), לא ממונעים"," =>  => Non motorized bicycles","Tax Free","כלי רכב ואביזרים => כלי תחבורה => אופניים לא ממונעים","Each","8712000000/2"
"320","התקני הצמדה למכולות - חיבור סובב - twist lock","6","","60.000","-LOCKS OF A KIND USED FOR MOTOR VEHICLES","שיעור 12.00% ","פטור","קילוגרם","9618","מנעולים מהסוג המשמש לרכב מנועי","","12.00% ","התקני הצמדה למכולות - חיבור סובב - twist lock","Kilogram","8301200000/2"
"90","הלבשה תחתונה","1","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","כל אחד","9780","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => הלבשה תחתונה","Each","6107990000/9"
"145","מזגן","1","12.00% ","","---OF A COOLING OUTPUT NOT EXCEEDING 48,000 BTU/HR","פטור","שיעור 12.00% ","כל אחד","10080","שתפוקת הקירור שלהם אינה עולה על BTU\HR 48,000"," =>  => air condition","Tax Free","חשמל ואלקטרוניקה => חימום וקירור הבית => מזגן","Each","8415104000/7"
"513","שעוני דופק וספורט ","1","","","----OTHERS","פטור","פטור","כל אחד","10141","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => ציוד ספורט וכושר => שעוני דופק וספורט ","Each","9029109900/1"
"464","מולטי ויטמינים","6","4.00% ","","----OTHERS","פטור","שיעור 4.00% ","קילוגרם","10279","אחרים"," =>  => ","Tax Free","מזון ומשקאות => תוספי תזונה וויטמינים => מולטי ויטמינים","Kilogram","2106909900/6"
"465","מינרלים","6","4.00% ","","----OTHERS","פטור","שיעור 4.00% ","קילוגרם","10279","אחרים"," =>  => ","Tax Free","מזון ומשקאות => תוספי תזונה וויטמינים => מינרלים","Kilogram","2106909900/6"
"466","תוספי תזונה ארוזים מראש","6","4.00% ","","----OTHERS","פטור","שיעור 4.00% ","קילוגרם","10279","אחרים"," =>  => food suplyments","Tax Free","מזון ומשקאות => תוספי תזונה וויטמינים => תוספי תזונה ארוזים מראש","Kilogram","2106909900/6"
"136","צמחי מרפא","6","4.00% ","","----OTHERS","פטור","שיעור 4.00% ","קילוגרם","10279","אחרים"," =>  => ","Tax Free","בריאות ורפואה => מוצרים טבעיים והומאופתיים => צמחי מרפא","Kilogram","2106909900/6"
"460","תערובת תבלינים למעט זעפרן","6","8.00% ","","---Others","פטור","שיעור 8.00% ","קילוגרם","10381","אחרים"," =>  => Spice mixture except saffron","Tax Free","מזון ומשקאות => תבלינים, רטבים וממרחים => תערובת תבלינים למעט זעפרן","Kilogram","0910999000/3"
"333","מנועים וגנרטורים חשמליים -  לקורקינט או לאופניים חשמליים","6","","60.000","----OTHERS","שיעור 12.00% ","פטור","קילוגרם","10621","אחרים"," =>  => Electric motors and generators - for scooter or electric bicycle","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => מנועים וגנרטורים חשמליים -  לקורקינט או לאופניים חשמליים","Kilogram","8501104900/5"
"275","מציאות מדומה","1","Tax Free","","-Other","פטור","פטור","כל אחד","10732","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => צפייה ושמע => מציאות מדומה","Each","9004900000/4"
"130","משקפי ראייה","1","Tax Free","","-Other","פטור","פטור","כל אחד","10732","אחרים"," =>  => ","Tax Free","בריאות ורפואה => אופטיקה => משקפי ראייה","Each","9004900000/4"
"131","משקפי שמש","1","Tax Free","","-Other","פטור","פטור","כל אחד","10732","אחרים"," =>  => ","Tax Free","בריאות ורפואה => אופטיקה => משקפי שמש","Each","9004900000/4"
"95","נעלי בטיחות","2","Tax Free","","-FOOTWEAR INCORPORATING A PROTECTIVE METAL TOE-CAP","פטור","פטור","זוג","10768","מנעלים הכוללים כיפת מגן ממתכת לאצבעות"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => נעלי בטיחות","Pair","6401100000/3"
"124","אקווריומים ואביזרים","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","10821","אחרים"," =>  => Aquariums and accessories","Tax Free","בעלי חיים => ציוד ואביזרים לחיות => אקווריומים ואביזרים","Each","7013990000/8"
"382","מפות שולחן","6","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","קילוגרם","10888","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => מצעים, שטיחים וטקסטיל => מפות שולחן","Kilogram","6302590000/0"
"588","תגיות וסמלים ממתכת","6","","","---OTHERS","פטור","פטור","קילוגרם","10996","אחרים","Metal tags and symbols","Tax Free","תגיות וסמלים ממתכת","Kilogram","7117909000/7"
"589","תגיות וסמלים ממתכת","6","","","---OTHERS","פטור","פטור","קילוגרם","10996","אחרים","Metal tags and symbols","Tax Free","תגיות וסמלים ממתכת","Kilogram","7117909000/7"
"109","תכשיטים","6","","","---OTHERS","פטור","פטור","קילוגרם","10996","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => תכשיטים ושעונים => תכשיטים","Kilogram","7117909000/7"
"243","מצלמה","1","Tax Free","","--OTHER, FOR ROLL FILM OF A WIDTH OF 35 MM","פטור","פטור","כל אחד","11004","לגלילי סרט שרוחבו 35 מ""מ

"," =>  => camera","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מצלמה","Each","9006530000/7"
"216","מחשב נייח","1","Tax Free","","-OTHER","פטור","פטור","כל אחד","11056","אחרים"," =>  => computer","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מחשב נייח","Each","8471900000/6"
"226","סורק אלחוטי","1","Tax Free","","-OTHER","פטור","פטור","כל אחד","11056","אחרים"," =>  => Wireless scanner","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => סורק אלחוטי","Each","8471900000/6"
"392","תשמישי קדושה","6","Tax Free","","---RELIGIOUS ARTICLES FOR PLACES OF WORSHIP","פטור","פטור","קילוגרם","11262","תשמישי קדושה למקומות פולחן","","Tax Free","תשמישי קדושה","Kilogram","8306211000/8"
"127","מיטות, כלובים ומלונות","6","Tax Free","","-: -OTHER","פטור","פטור","קילוגרם","11432","אחרים
"," =>  => BEDS AND CAGES","Tax Free","בעלי חיים => ציוד ואביזרים לחיות => מיטות, כלובים ומלונות","Kilogram","9404900000/6"
"390","מסמני לייזר","1","Tax Free","","-LASERS, OTHER THAN LASER DIODES","פטור","פטור","כל אחד","11698","לייזרים, חוץ מדיודות לייזר"," =>  => Laser markers","Tax Free","לבית, לגן ולמשרד => ציוד משרדי => מסמני לייזר","Each","9013200000/2"
"99","קצף גילוח","6","","",".-PRE-SHAVE, SHAVING OR AFTER SHAVE PREPARATIONS","פטור","פטור","קילוגרם","11781","תכשירי קדם-גילוח, גילוח או לאחר-גילוח"," =>  => ","Tax Free","אופנה וטיפוח => מוצרי היגיינה וטואלטיקה => קצף גילוח","Kilogram","3307100000/5"
"162","חלפים למכונות גילוח ותספורת","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","11800","אחרים"," =>  => Shaving and haircut spare parts","Tax Free","חשמל ואלקטרוניקה => מוצרי טיפוח ועיצוב => חלפים למכונות גילוח ותספורת","Each","8510909000/2"
"257","ערכת ניקוי בקיטור","1","","","----OTHERS","פטור","פטור","כל אחד","11975","אחרים"," =>  => Steam cleaning kit","Tax Free","חשמל ואלקטרוניקה => ניקיון, גיהוץ וכביסה => ערכת ניקוי בקיטור","Each","8424302900/0"
"239","גריפים למצלמות","1","Tax Free","","---For apparatus of subheadings 85.25.8000","פטור","פטור","כל אחד","11979","למכשירים שסיווגם בפרט 85.25.8000"," =>  => Camera Grips","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => גריפים למצלמות","Each","8529902000/9"
"220","מכשיר כריכה ולמינציה","1","","","---PAGE NUMBERING MACHINES, MACHINES FOR ASSEMBLING PAGES BY PERFORATION AND SPIRALLING","פטור","פטור","כל אחד","12023","מכונות למיספור דפים (PAGE NUMBERING MACHINES), מכונות
לאיסוף דפים באמצעות ניקבוב וליליון(SPIRALLING)"," =>  => Cover and laminator","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מכשיר כריכה ולמינציה","Each","8440101000/8"
"586","תגיות וסמלים מבד","6","","","----OTHERS","פטור","פטור","קילוגרם","12188","אחרים"," =>  => Fabric tags and symbols","Tax Free","צעצועים, תחביבים ופנאי => אומנות ומלאכה => תגיות וסמלים מבד","Kilogram","5807902900/3"
"309","טבלאות וסרטים זוהרים מחזירי אור","6","8.00% ","","---OTHERS","פטור","שיעור 8.00% ","קילוגרם","12300","אחרים"," => helmet => Glowing tables and films reflect light","Tax Free","כלי רכב ואביזרים => אביזרי מיגון => טבלאות וסרטים זוהרים מחזירי אור","Kilogram","3919109000/8"
"479","אולר","1","","","--KNIVES HAVING OTHER THAN FIXED BLADES","פטור","פטור","כל אחד","12410","סכינים בעלי להבים שאינם קבועים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => אולר","Each","8211930000/0"
"366","פסלונים","6","","","-OTHER","פטור","פטור","קילוגרם","12502","אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => חפצי נוי => פסלונים","Kilogram","6913900000/9"
"94","מעילים","1","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","כל אחד","12563","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => מעילים","Each","6204390000/0"
"454","קפה","6","Tax Free","","-:-OTHER","פטור","פטור","קילוגרם","12597","אחרים"," =>  => coffee","Tax Free","מזון ומשקאות => שתיה חמה => קפה","Kilogram","0901900000/0"
"487","קוטל / דוחה יתושים","6","","","---Others","פטור","פטור","קילוגרם","12663","אחרים"," =>  => Mosquito repellent / repellent","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => קוטל / דוחה יתושים","Kilogram","3808919000/3"
"435","חלב (גולמי או מפוסטר)","6","40.00% ","","%-OF A FAT CONTENT, BY WEIGHT, EXCEEDING 1% BUT NOT EXCEEDING 6","פטור","שיעור 40.00% ","קילוגרם","12798","בעלי תכולת שומן, לפי משקל, העולה על 1% אך אינה עולה על 6%"," =>  => ","Tax Free","מזון ומשקאות => חלב, ביצים ומעדנים => חלב (גולמי או מפוסטר)","Kilogram","0401200000/8"
"344","צינורות וזרנוקים לרכב","6","","60.000","Of the kind used in motor vehicles, except for tax exempted tractors or forklifts as well as for vehicles moving on rails
","שיעור 12.00% ","פטור","קילוגרם","13032","מהסוג המשמש ברכב מנועי, למעט המיוחדים לטרקטורים הפטורים
ממס, למלגזות או לרכב הנע על מסילה"," =>  => Pipes and hoses for vehicles","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => צינורות וזרנוקים לרכב","Kilogram","4009111000/3"
"297","כיסויים לרכב","6","","","---OTHERS II. SETS","פטור","פטור","קילוגרם","13043","אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => אבזור לכלי רכב => כיסויים לרכב","Kilogram","6307909000/5"
"484","מצפן","1","Tax Free","","-DIRECTION FINDING COMPASSES","פטור","פטור","כל אחד","13105","מצפנים למציאת הכיוון"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => מצפן","Each","9014100000/1"
"310","קסדות - אופנועים","1","Tax Free","","-SAFETY HEADGEAR","פטור","פטור","כל אחד","13335","כובעי בטיחות"," => helmet => Helmets - Motorcycles","Tax Free","כלי רכב ואביזרים => אביזרי מיגון => קסדות - אופנועים","Each","6506100000/9"
"311","קסדות - אופניים","1","Tax Free","","-SAFETY HEADGEAR","פטור","פטור","כל אחד","13335","כובעי בטיחות"," => helmet => Helmets - bicycles","Tax Free","כלי רכב ואביזרים => אביזרי מיגון => קסדות - אופניים","Each","6506100000/9"
"121","מזון דגים וציפורים","6","4.00% ","","---PREPARED FOOD FOR ORNAMENTAL FISH OR FOR BIRDS","פטור","שיעור 4.00% ","קילוגרם","13361","מזון מוכן לדגי נוי או לציפורים","","Tax Free","מזון דגים וציפורים","Kilogram","2309903000/1"
"189","קולט אדים","1","Tax Free","","---VAPOUR (STEAM) COLLECTOR OR COOKER HOODS, OF THE HOUSEHOLD TYPE","פטור","פטור","כל אחד","13445","קולטי אדים או סופגי ריחות למטבח, מסוג ביתי"," =>  => Steam collector","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => קולט אדים","Each","8414601000/8"
"231","קורא ספרים אלקטרוניים","1","Tax Free","","---Others","פטור","פטור","כל אחד","13455","אחרים"," =>  => Ebook reader","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => קורא ספרים אלקטרוניים","Each","8543709000/5"
"218","מילון אלקטרוני","1","Tax Free","","---Others","פטור","פטור","כל אחד","13455","אחרים"," =>  => Electronic Dictionary","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מילון אלקטרוני","Each","8543709000/5"
"434","גבינות רכות","","","","-.CHEESE AND CURD","","","","13468","גבינה וקום (CURD) -"," =>  => Soft cheeses","","מזון ומשקאות => חלב, ביצים ומעדנים => גבינות רכות","","0406000000"
"224","מקלדת","1","Tax Free","","-OTHER UNITS OF AUTOMATIC DATA PROCESSING MACHINES","פטור","פטור","כל אחד","13506","יחידות אחרות של מכונות אוטומטיות לעיבוד נתונים"," =>  => keyboard","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מקלדת","Each","8471800000/7"
"98","סבון","6","","","---FOR WASHING","פטור","פטור","קילוגרם","13527","לרחצה"," =>  => ","Tax Free","אופנה וטיפוח => מוצרי היגיינה וטואלטיקה => סבון","Kilogram","3401203000/2"
"306","שטיחים לרכב","28","","","---OTHERS","פטור","פטור","מטר רבוע","13814","אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => אבזור לכלי רכב => שטיחים לרכב","square metre","5705009900/1"
"91","חולצות","1","","","---T SHIRTS","פטור","פטור","כל אחד","13873","חולצות T"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => חולצות","Each","6109901000/3"
"497","כלי נשיפה","1","Tax Free","","-Brass-wind instruments","פטור","פטור","כל אחד","13888","כלי נשיפה ממתכת"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => כלי נשיפה","Each","9205100000/5"
