"ID","Title","StatisticalMeasurementUnitID","CustomsTariffEnglishCalculationReference","PurchaseTaxOptionalTaxAddition","EnglishGoodsDescription","PurchaseTaxCalculationReference","CustomsTariffCalculationReference","StatisticalMeasurementUnitName","CustomsItemID","GoodsDescription","EnglishFullTitle","PurchaseTaxEnglishCalculationReference","FullTitle","StatisticalMeasurementUnitEnglishName","FullClassification"
"600","רוגטקה","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => sling shot","Tax Free","צעצועים, תחביבים ופנאי => אמנויות לחימה => רוגטקה","Each","9503000000/4"
"535","קורקינט לא ממונע","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => No motorized scooter","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => קורקינט לא ממונע","Each","9503000000/4"
"527","פאזלים","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => פאזלים","Each","9503000000/4"
"530","צעצועים","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => צעצועים","Each","9503000000/4"
"532","צעצועים על שלט","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => צעצועים על שלט","Each","9503000000/4"
"522","משחקי חשיבה והגיון","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => משחקי חשיבה והגיון","Each","9503000000/4"
"519","כלי רכב ממונעים","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => כלי רכב ממונעים","Each","9503000000/4"
"520","לגו ומשחקי הרכבה","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => לגו ומשחקי הרכבה","Each","9503000000/4"
"515","בובות","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => בובות","Each","9503000000/4"
"516","בימבות ותלת אופניים","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => Bimbos and tricycles","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => בימבות ותלת אופניים","Each","9503000000/4"
"517","טיסנים ומסוקים","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => טיסנים ומסוקים","Each","9503000000/4"
"108","תיקים לילדים ותינוקות","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => תיקים לילדים ותינוקות","Each","9503000000/4"
"384","שטיחים","28","","","---OTHER","פטור","פטור","מטר רבוע","19047","אחר"," =>  => ","Tax Free","לבית, לגן ולמשרד => מצעים, שטיחים וטקסטיל => שטיחים","square metre","5703109000/4"
"338","משולש אזהרה","6","","60.000","----Others","שיעור 12.00% ","פטור","קילוגרם","19102","אחרים"," =>  => ","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => משולש אזהרה","Kilogram","3926908900/7"
"151","טלפון אלחוטי","1","Tax Free","","-:--LINE TELEPHONE SETS WITH CORDLESS HANDSETS","פטור","פטור","כל אחד","19126","מכשירי טלפון קווי עם שפופרת אלחוטית"," =>  => Cordless Phone","Tax Free","חשמל ואלקטרוניקה => טלפונים וטאבלטים => טלפון אלחוטי","Each","8517110000/2"
"364","מסגרות ואלבומים לתמונות","6","","","---ALBUMS, ALBUM PAGES","פטור","פטור","קילוגרם","19157","אלבומים; דפים לאלבומים"," =>  => ","Tax Free","לבית, לגן ולמשרד => חפצי נוי => מסגרות ואלבומים לתמונות","Kilogram","3926904000/0"
"418","חיתולי בד לתינוקות ","6","","","---Diapers and cloathing parts of other materials","פטור","פטור","קילוגרם","19180","חיתולים ופרטי לבוש מחומרים אחרים"," =>  => ","Tax Free","מוצרי תינוקות => החתלה וניקיון => חיתולי בד לתינוקות ","Kilogram","9619005000/3"
"325","מגבים לרכב","1","","","-WINDSCREEN WIPERS, DEFROSTERS AND DEMISTERS","פטור","פטור","כל אחד","19356","מגבי שמשה, מפשירים ומפיגי אדים"," =>  => Car wipers","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => מגבים לרכב","Each","8512400000/2"
"256","מכונת כביסה","1","Tax Free","","--FULLY-AUTOMATIC MACHINES","פטור","פטור","כל אחד","19502","מכונות אוטומטיות מלאות"," =>  => washing machine","Tax Free","חשמל ואלקטרוניקה => ניקיון, גיהוץ וכביסה => מכונת כביסה","Each","8450110000/6"
"255","מייבש כביסה","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","19503","אחרות"," =>  => drier","Tax Free","חשמל ואלקטרוניקה => ניקיון, גיהוץ וכביסה => מייבש כביסה","Each","8451290000/6"
"295","וילונות לרכב","1","","","---SUN-SHADE WINDOW-SHADE OR CURTAIN - ALL OF THESE FOR USE IN THE VEHICLE","פטור","פטור","כל אחד","19507","סוכך, צילון או וילון - כל אלה לשימוש פנים הרכב"," =>  => תוצאות חיפוש","Tax Free","כלי רכב ואביזרים => אבזור לכלי רכב => וילונות לרכב","Each","8708994000/8"
"456","תה","6","Tax Free","","-BLACK TEA (FERMENTED) AND PARTLY FERMENTED TEA, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG","פטור","פטור","קילוגרם","19568","תה שחור (שהותסס) ותה שהותסס חלקית, באריזות שתוכנן אינו עולה על
3 ק""ג"," =>  => tea","Tax Free","מזון ומשקאות => שתיה חמה => תה","Kilogram","0902300000/4"
"117","תכשירי איפור לשפתיים","6","","","-LIP MAKE-UP PREPARATIONS","פטור","פטור","קילוגרם","19676","תכשירי איפור לשפתיים"," =>  => ","Tax Free","אופנה וטיפוח => תכשירי טיפוח וקוסמטיקה => תכשירי איפור לשפתיים","Kilogram","3304100000/2"
"566","שיער אדם","6","Tax Free","","HUMAN HAIR, UNWORKED, WHETHER OR NOT WASHED OR SCOURED; WASTE OF HUMAN .HAIR","פטור","פטור","קילוגרם","19712","שיער אדם, בלתי מעובד, אם רחוץ (WASHED) או נטול שומן (SCOURED) או
לא; פסולת של שיער אדם"," =>  => hair","Tax Free","בריאות ורפואה => מוצרים טבעיים והומאופתיים => שיער אדם","Kilogram","0501000000/7"
"477","סיגרים ומוצרי עישון","6","Tax Free","","---Others","שיעור 90.00% אל""פ מ- 74.02 ₪ לקילוגרם","פטור","קילוגרם","19722","אחרים","","90.00% ","סיגרים ומוצרי עישון","Kilogram","2402109000/6"
"476","סיגרים","6","Tax Free","","---Others","שיעור 90.00% אל""פ מ- 74.02 ₪ לקילוגרם","פטור","קילוגרם","19722","אחרים"," =>  => Cigars","90.00% ","צעצועים, תחביבים ופנאי => טבק ועישון => סיגרים","Kilogram","2402109000/6"
"472","טבק לסיגריות","6","12.00% ","","TOBACCO FOR CIGARETTES","שיעור 270.00% + 583.04 ₪ לקילוגרם אל""פ מ- 1116.91 ₪ לקילוגרם","שיעור 12.00% ","קילוגרם","19839","טבק לסיגריות"," =>  => Cigar tobacco","270.00% ","צעצועים, תחביבים ופנאי => טבק ועישון => טבק לסיגריות","Kilogram","2403191000/3"
"471","טבק לנרגילה","6","Tax Free","","Water pipe tobacco specified in Subheading Note 1 to this Chapter"," 303.16 ₪ לקילוגרם ","פטור","קילוגרם","20019","טבק לנרגילה המפורט בכלל 1 לפרטי משנה שבפרק זה"," =>  => Hookah tobacco","","צעצועים, תחביבים ופנאי => טבק ועישון => טבק לנרגילה","Kilogram","2403110000/1"
"322","כריות בטיחות מתנפחות עם מערכת ניפוח; חלקיהן","1","","","--Safety airbags with inflater system; parts thereof","פטור","פטור","כל אחד","20096","כריות בטיחות מתנפחות עם מערכת ניפוח; חלקיהן"," =>  => ","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => כריות בטיחות מתנפחות עם מערכת ניפוח; חלקיהן","Each","8708950000/0"
"97","מפיגי ריחות ומונעי הזעה (דאודרנט)","6","","","-PERSONAL DEODORANTS AND ANTIPERSPIRANTS","פטור","פטור","קילוגרם","20119","מפיגי ריחות ומונעי הזעה, אישיים"," =>  => ","Tax Free","אופנה וטיפוח => מוצרי היגיינה וטואלטיקה => מפיגי ריחות ומונעי הזעה (דאודרנט)","Kilogram","3307200000/4"
"414","תקעים ובתי תקע","1","","","---PLUGS OR SOCKETS FOR LIGHTING OR POWER, HAVING 2 OR 3 CONTACTS, AS WELL AS ADAPTERS OR SPLITTERS FOR USE WITH SAID PLUGS OR SOCKETS","פטור","פטור","כל אחד","20246","תקעים או שקעים למאור או לכוח, בעלי 2 או 3 מגעים וכן מעבירים
או מפצלים לשימוש עם תקעים או שקעים כאמור"," =>  => Plugs and Plug Houses","Tax Free","לבית, לגן ולמשרד => תאורה ואביזרים => תקעים ובתי תקע","Each","8536691000/9"
"419","חיתולים לתינוקות","6","Tax Free","","FROM WADDING","פטור","פטור","קילוגרם","20371","ממוך"," =>  => ","Tax Free","מוצרי תינוקות => החתלה וניקיון => חיתולים לתינוקות","Kilogram","9619001000/7"
"359","מקלחונים","6","","","---BATHS; SHOWER-TRAYS, SINKS, WASH-BASINS ALL THOSE TO BE PERMANENTLY INSTALLED","פטור","פטור","קילוגרם","20451","אמבטיות; אגניות (SHOWERTRAYS); כיורים; קערות רחצה; כל אלה
מהסוג להתקנת קבע"," =>  => ","Tax Free","לבית, לגן ולמשרד => אביזרי אינסטלציה וסניטציה => מקלחונים","Kilogram","3922101000/0"
"449","שימורי ירקות או פירות","6","12.00% ","","---OTHERS","פטור","שיעור 12.00% ","קילוגרם","20549","אחרים"," =>  => ","Tax Free","מזון ומשקאות => פירות, ירקות ופיצוחים => שימורי ירקות או פירות","Kilogram","2001909000/8"
"383","מצעים","6","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","קילוגרם","20586","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => מצעים, שטיחים וטקסטיל => מצעים","Kilogram","6302990000/6"
"102","תכשירים להגיינת הפה או השיניים","6","","","---OTHERS","פטור","פטור","קילוגרם","20653","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => מוצרי היגיינה וטואלטיקה => תכשירים להגיינת הפה או השיניים","Kilogram","3306909000/0"
"242","מיקרוסקופ ממוחשב","1","Tax Free","","-STEREOSCOPIC MICROSCOPES","פטור","פטור","כל אחד","20671","מיקרוסקופים סטראוסקופיים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => מיקרוסקופ ממוחשב","Each","9011100000/7"
"337","משאבות הידראוליות במערכת בלימה, משאבות הגה כוח","1","","60.000","---OTHERS, OF THE KIND USED IN MOTOR VEHICLES","שיעור 12.00% ","פטור","כל אחד","20848","אחרות, מהסוג המשמש ברכב מנועי"," =>  => Hydraulic pumps in braking system, power steering pumps","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => משאבות הידראוליות במערכת בלימה, משאבות הגה כוח","Each","8413708000/2"
"114","מוצרים לעיצוב שיער","6","","","-: -OTHER","פטור","פטור","קילוגרם","21070","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => תכשירי טיפוח וקוסמטיקה => מוצרים לעיצוב שיער","Kilogram","3305900000/1"
"115","צבעי שיער","6","","","-: -OTHER","פטור","פטור","קילוגרם","21070","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => תכשירי טיפוח וקוסמטיקה => צבעי שיער","Kilogram","3305900000/1"
"174","מדיח כלים","1","Tax Free","","--OF THE HOUSEHOLD TYPE","פטור","פטור","כל אחד","21080","מסוג המשמש במשק בית"," =>  => Dishwasher","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מדיח כלים","Each","8422110000/5"
"603","סכין","1","","","---OTHERS","פטור","פטור","כל אחד","21255","אחרים"," =>  => knife","Tax Free","לבית, לגן ולמשרד => כלי אוכל, אפייה ובישול => סכין","Each","8211929000/3"
"254","מגהץ","1","Tax Free","","-ELECTRIC SMOOTHING IRONS","פטור","פטור","כל אחד","21259","מגהצים חשמליים"," =>  => iron","Tax Free","חשמל ואלקטרוניקה => ניקיון, גיהוץ וכביסה => מגהץ","Each","8516400000/3"
"463","ויטמינים","6","Tax Free","","-OTHER, INCLUDING NATURAL CONCENTRATES","פטור","פטור","קילוגרם","21328","אחרים, לרבות תרכיזים טבעיים"," =>  => vitamins","Tax Free","מזון ומשקאות => תוספי תזונה וויטמינים => ויטמינים","Kilogram","2936900000/4"
"481","טלסקופים","1","","","---OTHERS","פטור","פטור","כל אחד","21346","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => טלסקופים","Each","9005809000/3"
"380","ראיית לילה","1","","","---OTHERS","פטור","פטור","כל אחד","21346","אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => מיגון הבית => ראיית לילה","Each","9005809000/3"
"417","אמבטיות לתינוק","6","","","---OTHERS","פטור","פטור","קילוגרם","21496","אחרים"," =>  => ","Tax Free","מוצרי תינוקות => החתלה וניקיון => אמבטיות לתינוק","Kilogram","3922109000/2"
"156","מטען נייד ","1","Tax Free","","----External power suply units connected to device by external connections","פטור","פטור","כל אחד","21544","ספקי כוח חיצוניים המתחברים למכשירים באמצעות חיבורים
חיצוניים"," =>  => Portable charger","Tax Free","חשמל ואלקטרוניקה => טלפונים וטאבלטים => מטען נייד ","Each","8504409100/8"
"323","לוחיות זיהוי לרכב","6","","60.000","---OF THE KIND USED IN MOTOR VEHICLES","שיעור 12.00% ","פטור","קילוגרם","21603","מהסוג המשמש ברכב מנועי"," =>  => Car identification plates","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => לוחיות זיהוי לרכב","Kilogram","8310002000/3"
"436","יוגורט ושמנות","6","Tax Free","","----OTHERS","פטור","פטור","קילוגרם","21732","אחרים"," =>  => ","Tax Free","מזון ומשקאות => חלב, ביצים ומעדנים => יוגורט ושמנות","Kilogram","0403901900/7"
"334","מצברים","1","","","Of the kind used in motor vehicles"," 80.00 ₪ לכל אחד ","פטור","כל אחד","21753","מהסוג המשמש ברכב מנועי"," =>  =>  Batteries"," 80.00 ₪ per Each) ","כלי רכב ואביזרים => חלפים וציוד היקפי => מצברים","Each","8507503000/8"
"96","נעליים","2","Tax Free","","--Others","פטור","פטור","זוג","21788","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => נעליים","Pair","6403990000/2"
"319","גלגלי כביש, חלקיהם ואביזריהם","1","","60.000","---OTHERS","שיעור 12.00% ","פטור","כל אחד","21949","אחרים"," =>  => Road wheels, their parts and accessories","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => גלגלי כביש, חלקיהם ואביזריהם","Each","8708709000/4"
"405","מזרנים","1","Tax Free","","--OF OTHER MATERIALS","פטור","פטור","כל אחד","21978","מחמרים אחרים"," =>  => ","Tax Free","לבית, לגן ולמשרד => ריהוט לבית => מזרנים","Each","9404290000/4"
"546","חלקי רכב משומשים","1","","60.000","---OTHERS","שיעור 12.00% ","פטור","כל אחד","21999","אחרים","used car parts","12.00% ","חלקי רכב משומשים","Each","8708999000/3"
"548","חלקי רכב כללי","1","","60.000","---OTHERS","שיעור 12.00% ","פטור","כל אחד","21999","אחרים"," =>  => spare parts","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => חלקי רכב כללי","Each","8708999000/3"
"315","ברזים וסתים ושסתומים לכלי רכב","6","","60.000","---OF THE KIND USED IN MOTOR VEHICLES, OTHER THAN TAX EXEMPTED TRACTORS, FOR FORKLIFTS OR VEHICLES WHICH MOVE ON RAILS","שיעור 12.00% ","פטור","קילוגרם","22048","מהסוג המשמש ברכב מנועי, למעט המיוחדים לטרקטורים, הפטורים
ממס, למלגזות או לרכב הנע על מסילה"," =>  => Valves and valves and valves for vehicles","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => ברזים וסתים ושסתומים לכלי רכב","Kilogram","8481806000/0"
"86","בגדי ים ","1","","","'--WOMEN'S OR GIRLS","פטור","פטור","כל אחד","22094","לנשים או לילדות"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => בגדי ים ","Each","6211120000/2"
"448","פירות","6","","","---OTHERS","פטור","שיעור 52.5% ","קילוגרם","22198","אחרים"," =>  => ","Tax Free","מזון ומשקאות => פירות, ירקות ופיצוחים => פירות","Kilogram","0810909000/4"
"260","אביזרים לאוזניות","6","","","---OTHERS","פטור","פטור","קילוגרם","22309","אחרים"," =>  => Headphone accessories","Tax Free","חשמל ואלקטרוניקה => צפייה ושמע => אביזרים לאוזניות","Kilogram","8518909000/5"
"261","אביזרים למיקרופונים","6","","","---OTHERS","פטור","פטור","קילוגרם","22309","אחרים"," =>  => Microphone Accessories","Tax Free","חשמל ואלקטרוניקה => צפייה ושמע => אביזרים למיקרופונים","Kilogram","8518909000/5"
"395","סולמות","6","","","----LADDERS","פטור","פטור","קילוגרם","22400","סולמות"," =>  => ","Tax Free","לבית, לגן ולמשרד => ריהוט וציוד לגן => סולמות","Kilogram","7326909600/1"
"478","אוהלים","1","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","כל אחד","22444","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => אוהלים","Each","6306290000/4"
"327","מדחסים לרכב","1","","60.000","----OF THE KIND USED IN MOTOR VEHICLES,OTHER THAN TAX EXEMPTED TRACTORS, FOR FORKLIFTS OR VEHICLES WHICH MOVE ON RAILS","שיעור 12.00% ","פטור","כל אחד","22499","מהסוג המשמש ברכב מנועי, למעט המיוחדים לטרקטורים הפטורים
ממס למלגזות או לרכב הנע על מסילה"," =>  => Car compressors","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => מדחסים לרכב","Each","8414801100/4"
"321","חלקים למערכת הבלימה","1","","","(Disc brakes, drum brakes, anti block system (ABS","פטור","פטור","כל אחד","22562","דיסקיות בלם, תופי בלם ומערכות ABS"," =>  => Parts for the braking system","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => חלקים למערכת הבלימה","Each","8708309300/2"
"305","רמקולים לרכב","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","22774","אחרים"," =>  => Car speakers","","כלי רכב ואביזרים => אבזור לכלי רכב => רמקולים לרכב","Each","8518290000/2"
"283","רמקול למחשב","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","22774","אחרים"," =>  => computer speaker","","חשמל ואלקטרוניקה => צפייה ושמע => רמקול למחשב","Each","8518290000/2"
"284","רמקולים","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","22774","אחרים"," =>  => speakers","","חשמל ואלקטרוניקה => צפייה ושמע => רמקולים","Each","8518290000/2"
"285","רמקולים למערכות הגברה","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","22774","אחרים"," =>  => Speakers for amplification systems","","חשמל ואלקטרוניקה => צפייה ושמע => רמקולים למערכות הגברה","Each","8518290000/2"
"286","רמקולים ניידים ותחנות עגינה","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","22774","אחרים"," =>  => Portable speakers and docking stations","","חשמל ואלקטרוניקה => צפייה ושמע => רמקולים ניידים ותחנות עגינה","Each","8518290000/2"
"272","מערכות סטריאו","1","Tax Free","","-Combined with sound recording or reproducing apparatus","פטור","פטור","כל אחד","22775","משולבים במכשירי הקלטת קול או הפקת קול"," =>  => Stereo systems","","חשמל ואלקטרוניקה => צפייה ושמע => מערכות סטריאו","Each","8527910000/3"
"273","מערכות שמע ניידות","1","Tax Free","","-Combined with sound recording or reproducing apparatus","פטור","פטור","כל אחד","22775","משולבים במכשירי הקלטת קול או הפקת קול"," =>  => Portable audio systems","","חשמל ואלקטרוניקה => צפייה ושמע => מערכות שמע ניידות","Each","8527910000/3"
"183","מקפיא","1","","","-:-FREEZERS OF THE CHEST TYPE, NOT EXCEEDING 800 LITERS CAPACITY","פטור","פטור","כל אחד","22837","מקפיאים שדלתם נפתחת כלפי מעלה ושנפחם אינו עולה על 800 ליטר"," =>  => frizer","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מקפיא","Each","8418300000/3"
"235","תוכנות ולומדות","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => תוכנות ולומדות","Each","9504900000/3"
"236","תוכנות משרדיות","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => תוכנות משרדיות","Each","9504900000/3"
"223","מעבד","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => Processor","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מעבד","Each","9504900000/3"
"228","ספק כח למחשבים","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => ספק כח למחשבים","Each","9504900000/3"
"207","לוח אם","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => לוח אם","Each","9504900000/3"
"209","מארז מחשב","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מארז מחשב","Each","9504900000/3"
"203","כרטיס מסך","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => כרטיס מסך","Each","9504900000/3"
"204","כרטיס קול","1","","","-OTHER","פטור","פטור","כל אחד","22917","אחרים"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => כרטיס קול","Each","9504900000/3"
